year,race_number,driver,avg_lap_time,best_lap_time,lap_time_std,total_laps,delta_to_best,s1_avg,s2_avg,s3_avg,s1_fastest,s2_fastest,s3_fastest,quali_clean_laps
2021,13,ALO,114.189076,104.204,11.519555,13,9.985076,39.779615,38.890153,35.519307,36.957,35.133,31.786,13
2021,13,BOT,117.05966599999999,104.71,13.718807,15,12.349666,41.4936,39.634066,35.932,37.148,35.932,31.554,15
2021,13,STR,115.828307,104.956,13.72041,13,10.872307,40.726769,40.647538,34.454,36.936,35.41,32.106,13
2021,13,PER,114.240666,105.337,9.901828,15,8.903666,39.084266,39.269666,35.886733,37.106,36.166,31.905,15
2021,13,OCO,112.122066,105.865,7.733307,15,6.257066,38.993733,38.164466,34.963866,37.355,35.979,32.075,15
2021,13,VET,115.338714,106.573,10.793405,14,8.765714,40.118571,39.152642,36.0675,37.632,36.714,32.093,14
2021,13,GAS,117.237428,106.641,12.976413,14,10.596428,41.366714,41.144714,34.726,37.411,36.693,31.894,14
2021,13,TSU,114.7985,106.751,10.270838,14,8.0475,39.8275,40.0265,34.9445,37.552,36.845,32.354,14
2021,13,LAT,114.99,108.252,5.607582,5,6.7379999999999995,39.2624,39.1538,36.5738,37.753,37.512,32.987,5
2021,13,LEC,113.3865,108.47,8.007059,8,4.9165,39.3795,38.88925,35.11775,38.09,37.303,32.585,8
2021,13,RAI,114.849333,109.586,7.446181,6,5.263333,40.4455,39.260166,35.143666,38.456,37.917,33.213,6
2021,13,MSC,115.277,109.83,5.497517,6,5.447,39.957666,39.514333,35.805,38.233,37.993,33.604,6
2021,13,GIO,123.3914,111.023,13.766459,5,12.3684,41.2592,40.2556,41.8766,39.191,38.202,33.63,5
2021,13,MAZ,118.1335,113.764,3.893116,6,4.3695,41.127166,39.662,37.344333,39.912,38.853,34.999,6
2021,14,HAM,90.910833,82.868,8.622442,18,8.042833,34.073722,32.358055,24.479055,30.683,29.262,22.624,18
2021,14,BOT,92.558117,82.998,10.928523,17,9.560117,34.855294,32.148882,25.553941000000002,30.73,29.265,22.779,17
2021,14,VER,92.115692,83.196,12.941724,13,8.919692,34.496538,32.374923,25.24423,30.801,29.333,22.96,13
2021,14,LEC,90.727444,83.265,9.007499,18,7.462444,33.209277,31.630888,25.887277,30.99,29.319,22.893,18
2021,14,GAS,91.123083,83.326,11.06121,12,7.797083,34.291333,32.283,24.54875,30.711,29.361,23.051,12
2021,14,ALO,89.18125,83.477,7.725472,12,5.70425,33.46275,31.718583,23.999916,30.762,29.592,22.979,12
2021,14,PER,95.8665,83.706,16.623871,12,12.1605,37.33475,33.386083,25.145666,31.188,29.372,22.983,12
2021,14,NOR,94.174846,83.954,13.367445,13,10.220846,34.962384,32.933692,26.278769,31.247,29.607,23.028,13
2021,14,STR,95.217636,84.305,14.33776,11,10.912636,35.174272,34.538545,25.504818,31.433,29.592,23.099,11
2021,14,TSU,97.177333,84.054,18.486398,12,13.123333,36.658083,35.548583,24.970666,31.356,29.544,23.114,12
2021,14,VET,95.220545,84.795,12.48974,11,10.425545,34.953272,33.796181,26.47109,31.999,29.67,23.074,11
2021,14,OCO,98.0639,84.842,15.923874,10,13.2219,37.8162,33.5768,26.6709,31.965,29.785,23.092,10
2021,14,RUS,94.607166,85.007,12.417862,12,9.600166,34.86975,33.081333,26.656083,31.344,29.584,23.273,12
2021,14,MSC,95.429222,85.2,12.782342,9,10.229222,35.496333,34.312222,25.620666,31.967,29.933,23.236,9
2021,14,SAI,97.505375,85.177,11.403333,8,12.328375,38.1825,32.696375,26.6265,32.008,29.698,23.471,8
2021,14,RIC,97.369666,85.881,12.052195,6,11.488666,37.104,33.741,26.524666,32.695,29.873,23.313,6
2021,14,LAT,92.213833,86.086,7.620227,6,6.127833,34.623333,32.358166,25.232333,32.526,30.031,23.529,6
2021,14,GIO,92.667142,86.43,9.126481,7,6.237142,34.078857,32.309142,26.279142,32.469,30.241,23.53,7
2021,14,RAI,99.762714,87.525,12.008761,7,12.237714,36.253714,34.847,28.662,33.121,30.273,23.635,7
2021,14,MAZ,95.4665,88.449,8.166354,4,7.0175,37.1665,32.69625,25.60375,34.131,30.438,23.88,4
2021,15,VER,104.172857,92.91,18.086415,7,11.262857,29.273,41.323142,33.576714,24.897,37.341,30.646,7
2021,15,HAM,99.635333,93.119,13.888455,6,6.516333,27.173166,39.200166,33.262,25.013,37.18,30.742,6
2021,15,PER,98.777571,93.134,12.868556,7,5.643571,27.501714,38.614285,32.661571,24.939,37.392,30.644,7
2021,15,BOT,94.1752,93.475,0.485659,5,0.7002,25.4468,37.5242,31.2042,25.165,37.299,31.011,5
2021,15,LEC,100.819166,93.606,16.290068,6,7.213166,26.655,40.6165,33.547666,25.191,37.486,30.882,6
2021,15,SAI,94.138,93.792,0.337677,5,0.346,25.2414,37.7522,31.1444,25.162,37.52,30.974,5
2021,15,RIC,94.2018,93.808,0.347584,5,0.3938,25.2514,37.816,31.1344,25.118,37.694,30.96,5
2021,15,NOR,94.08325,93.88,0.317947,4,0.20325,25.22625,37.70725,31.14975,25.083,37.595,30.933,4
2021,15,GAS,94.6466,94.118,0.360479,5,0.5286,25.4404,37.9206,31.2856,25.192,37.696,31.087,5
2021,15,TSU,95.465333,94.918,0.538442,6,0.547333,25.659,38.234166,31.572166,25.576,37.92,31.388,6
2021,15,OCO,95.66925,95.377,0.327858,4,0.29225,25.7555,38.2725,31.64125,25.72,38.05,31.472,4
2021,15,VET,95.497666,95.281,0.215509,3,0.216666,25.838666,38.090333,31.568666,25.736,38.046,31.497,3
2021,15,GIO,95.857,95.794,0.089095,2,0.063,25.832,38.228,31.797,25.825,38.158,31.671,2
2021,15,ALO,100.89875,95.756,5.758678,4,5.14275,26.24325,42.41725,32.23825,25.805,38.456,31.495,4
2021,15,RUS,95.820333,95.73,0.142829,3,0.090333,25.660333,38.369666,31.790333,25.527,38.357,31.747,3
2021,15,STR,96.101,95.983,0.166877,2,0.118,25.935,38.527,31.639,25.908,38.484,31.591,2
2021,15,LAT,96.118,95.995,0.173948,2,0.123,25.688,38.72,31.71,25.6,38.624,31.579,2
2021,15,RAI,111.323,96.311,25.979899,3,15.012,25.911333,48.983,36.428666,25.733,38.496,31.742,3
2021,15,MSC,96.754333,96.499,0.421636,3,0.255333,26.047,38.747666,31.959666,25.898,38.533,31.729,3
2021,15,MAZ,113.788333,96.796,28.485979,3,16.992333,30.473,45.955333,37.36,25.856,38.712,32.228,3
2021,16,BOT,90.6595,75.875,18.328423,12,14.7845,31.404166,34.227166,25.028166,27.025,29.09,19.711,12
2021,16,HAM,93.385181,76.02,19.723181,11,17.365181,32.740181,34.895272,25.749727,27.033,29.152,19.669,11
2021,16,VER,80.850833,76.225,9.689533,6,4.625833,29.8125,30.094333,20.944,27.14,29.293,19.617,6
2021,16,PER,84.977833,76.342,12.7244,6,8.635833,29.823333,33.399666,21.754833,27.233,29.323,19.786,6
2021,16,GAS,81.127,76.456,11.532643,8,4.671,28.407375,31.623375,21.09625,27.08,29.47,19.747,8
2021,16,SAI,84.637111,76.761,14.898009,9,7.876111,29.196888,33.509444,21.930777,27.284,29.47,19.802,9
2021,16,RIC,83.4412,76.763,14.106172,5,6.6782,29.6126,32.739,21.0896,27.047,29.516,19.995,5
2021,16,LEC,82.717,76.748,15.660829,8,5.969,28.575875,32.76325,21.377875,27.263,29.459,19.856,8
2021,16,TSU,83.9708,76.701,14.751662,5,7.2698,29.6346,33.2602,21.076,27.358,29.451,19.892,5
2021,16,NOR,89.532571,77.473,15.74169,7,12.059571,30.192,35.361714,23.978857,27.471,29.904,20.075,7
2021,16,VET,80.188,77.502,4.868587,6,2.686,28.182166,30.7805,21.225333,27.581,29.921,19.982,6
2021,16,RAI,85.587125,77.606,13.749949,8,7.9811250000000005,29.58375,33.7565,22.246875,27.409,30.016,20.09,8
2021,16,RUS,78.695,77.958,0.985392,4,0.737,27.97275,30.4395,20.28275,27.755,30.052,20.151,4
2021,16,GIO,84.0098,77.897,12.730942,5,6.1128,30.1222,32.8804,21.0072,27.556,30.117,20.176,5
2021,16,OCO,86.8894,78.126,17.622522,5,8.7634,30.8236,33.1428,22.923000000000002,27.744,30.045,20.268,5
2021,16,ALO,90.883,78.452,20.963002,3,12.431,30.918,34.955666,25.009333,27.855,30.283,20.243,3
2021,16,LAT,79.0635,78.756,0.43487,2,0.3075,27.8935,30.5135,20.6565,27.842,30.421,20.493,2
2021,16,MSC,79.971666,78.858,1.386077,3,1.113666,27.995666,31.078333,20.897666,27.795,30.531,20.532,3
2021,16,MAZ,80.517666,79.303,1.5548579999999999,3,1.214666,28.045666,31.559666,20.912333,27.883,30.75,20.67,3
2021,16,STR,80.873,80.873,0.0,1,0.0,27.837,30.266,22.77,27.837,30.266,22.77,1
2021,17,HAM,81.968,80.827,1.140824,6,1.141,26.742666,27.132,28.093333,26.45,26.922,27.455,6
2021,17,VER,96.49275,81.282,26.800761,8,15.21075,31.5215,32.311875,32.659375,26.554,27.179,27.543,8
2021,17,BOT,89.316875,81.478,20.166239,8,7.838875,28.620125,29.572625,31.124125,26.666,27.144,27.595,8
2021,17,GAS,88.385285,81.64,15.946458,7,6.745285,29.153285,29.626428,29.605571,26.775,27.226,27.595,7
2021,17,ALO,82.998833,81.67,2.158507,6,1.328833,26.7875,27.499666,28.711666,26.606,27.355,27.709,6
2021,17,NOR,89.10775,81.731,18.860892,8,7.37675,29.2,30.192125,29.715625,26.669,27.516,27.546,8
2021,17,SAI,92.948888,81.84,20.921677,9,11.108888,30.629444,30.390555,31.928888,26.791,27.393,27.576,9
2021,17,TSU,82.273166,81.881,0.369067,6,0.392166,26.927833,27.473166,27.872166,26.816,27.302,27.737,6
2021,17,OCO,82.373333,82.012,0.389563,6,0.361333,26.923833,27.6325,27.817,26.747,27.507,27.675,6
2021,17,VET,94.647777,82.146,23.301748,9,12.501777,30.761888,30.711555,33.174333,26.845,27.435,27.857,9
2021,17,PER,100.707333,82.346,27.993263,6,18.361333,32.193666,32.949166,35.5645,26.941,27.295,27.955,6
2021,17,STR,97.106285,82.46,24.980407,7,14.646285,32.834571,31.542,32.729714,26.96,27.529,27.895,7
2021,17,LEC,97.927571,82.463,25.571325,7,15.464571,31.859428,32.876,33.192142,27.006,27.624,27.821,7
2021,17,RIC,96.681571,82.597,23.906286,7,14.084571,30.439,31.289714,34.952857,27.04,27.617,27.832,7
2021,17,RUS,94.08725,82.756,20.166908,8,11.33125,31.67875,30.325,32.0835,27.054,27.674,27.916,8
2021,17,RAI,83.439,83.156,0.280533,3,0.283,27.309333,28.015333,28.114333,27.205,27.977,27.974,3
2021,17,LAT,97.800166,83.213,22.060165,6,14.587166,31.854833,32.9955,32.949833,27.183,27.978,27.983,6
2021,17,GIO,96.1135,83.262,24.621385,4,12.8515,32.17325,32.1845,31.75575,27.21,27.969,28.083,4
2021,17,MSC,84.009333,83.407,0.58396,3,0.602333,27.538333,28.221333,28.249666,27.335,27.995,28.077,3
2021,17,MAZ,87.474333,85.859,2.529948,3,1.6153330000000001,28.471,29.140666,29.862666,28.233,28.71,28.867,3
2021,18,HAM,102.52425,87.511,18.272991,12,15.01325,37.925333,33.348833,31.250083,32.007,27.953,27.519,12
2021,18,BOT,104.260352,87.622,17.78,17,16.638352,37.291411,34.287647,32.681294,31.998,28.001,27.623,17
2021,18,VER,111.631857,87.653,29.307652,7,23.978857,42.524714,37.959,31.148142,31.955,28.014,27.623,7
2021,18,LEC,101.20209,88.054,22.007757,11,13.14809,36.106181,32.254181,32.841727,32.048,28.243,27.697,11
2021,18,PER,104.203466,87.946,20.216132,15,16.257466,38.062866,33.8168,32.3238,31.989,28.098,27.781,15
2021,18,GAS,105.501785,88.125,24.313735,14,17.376785,39.731571,32.445428,33.324785,32.112,28.202,27.803,14
2021,18,NOR,101.625555,88.18,20.621156,9,13.445555,37.550777,32.689444,31.385333,32.122,28.263,27.795,9
2021,18,TSU,107.193428,88.222,25.974791,14,18.971428,40.253856999999996,33.623642,33.315928,32.058,28.299,27.865,14
2021,18,OCO,102.400571,88.574,19.203159,14,13.826571,37.188571,32.813071,32.398928,32.246,28.34,27.96,14
2021,18,GIO,99.0508,88.616,21.055475,10,10.4348,36.9552,31.865,30.2306,32.319,28.385,27.91,10
2021,18,RIC,108.080727,88.216,21.740405,11,19.864727,38.103636,34.562454,35.414636,32.186,28.219,27.811,11
2021,18,RAI,98.397444,88.856,19.502297,9,9.541444,35.653,32.124555,30.619888,32.416,28.433,27.928,9
2021,18,ALO,103.034818,88.92,15.664039,11,14.114818,35.203727,32.758818,35.072272,32.424,28.384,28.016,11
2021,18,RUS,106.596222,88.926,25.731129,9,17.670222,38.995777,34.843,32.757444,32.326,28.457,28.045,9
2021,18,SAI,102.837333,88.237,23.904282,6,14.600333,34.881333,31.088333,36.867666,32.114,28.317,27.806,6
2021,18,LAT,111.1492,89.177,29.403607,5,21.9722,37.916,37.3858,35.8474,32.573,28.478,28.126,5
2021,18,VET,108.985333,89.198,29.793017,6,19.787333,38.102166,32.5685,38.314666,32.635,28.432,28.023,6
2021,18,STR,112.2662,89.368,30.708131,5,22.8982,40.2812,33.1746,38.8104,32.467,28.734,28.167,5
2021,18,MSC,89.919,89.464,0.543616,3,0.455,32.870666,28.765333,28.283,32.531,28.693,28.24,3
2021,18,MAZ,90.9575,90.473,0.685186,2,0.4845,33.4955,29.0355,28.4265,33.334,28.799,28.34,2
2021,19,VER,95.870222,82.109,20.759537,9,13.761222,19.777111,41.419888,34.673222,16.842,35.643,29.613,9
2021,19,HAM,87.220571,82.48,11.355063,7,4.740571,17.845,37.421714,31.953857,16.834,35.783,29.795,7
2021,19,NOR,94.579625,82.931,21.632529,8,11.648625,18.440875,41.525875,34.612875,16.967,35.844,30.12,8
2021,19,PER,90.1887,82.947,16.247474,10,7.2417,17.6398,38.7695,33.7794,16.976,35.696,30.047,10
2021,19,SAI,91.934625,82.992,23.127225,8,8.942625,18.613125,40.561875,32.759625,17.113,35.837,30.04,8
2021,19,BOT,89.56775,83.036,17.930255,8,6.53175,17.752125,37.73125,34.084375,17.024,35.871,29.986,8
2021,19,LEC,89.718333,83.122,18.230833,9,6.596333,18.525888,39.170666,32.021777,17.071,35.693,30.115,9
2021,19,TSU,113.9266,83.22,27.926699,5,30.7066,22.5446,47.819,43.563,17.05,35.974,30.165,5
2021,19,OCO,89.099,83.389,15.338911,8,5.71,17.870625,38.6495,32.578875,17.053,36.049,30.226,8
2021,19,RIC,90.235166,83.409,16.13546,6,6.826166,18.232,39.724666,32.2785,17.076,35.977,30.21,6
2021,19,ALO,83.708,83.46,0.204774,4,0.248,17.10575,36.284,30.31825,16.985,36.169,30.249,4
2021,19,GAS,103.61225,83.489,27.511418,8,20.12325,21.182875,43.055,39.374375,17.038,35.999,30.156,8
2021,19,STR,115.703333,84.061,26.157216,6,31.642333,22.8555,44.548166,48.299666,17.327,36.117,30.597,6
2021,19,GIO,102.443444,84.118,27.409648,9,18.325444,20.034333,43.573666,38.835444,17.236,36.152,30.514,9
2021,19,VET,100.221875,84.225,17.894245,8,15.996875,19.482375,42.54125,38.19825,17.257,36.143,30.729,8
2021,19,LAT,96.43575,84.338,23.208872,4,12.09775,18.7285,40.56425,37.143,17.281,36.465,30.592,4
2021,19,RUS,99.002,84.423,25.084611,3,14.579,20.485,40.943,37.574,17.13,36.401,30.766,3
2021,19,RAI,91.756333,84.779,11.141844,3,6.977333,17.254,39.895666,34.606666,17.136,36.112,30.941,3
2021,19,MSC,85.259666,84.906,0.366074,3,0.353666,17.557,36.563666,31.139,17.419,36.34,31.114,3
2021,19,MAZ,86.014666,85.685,0.401642,3,0.329666,17.534,36.902665999999996,31.578,17.522,36.741,31.295,3
2022,1,LEC,91.0096,90.558,0.393848,5,0.4516,29.2898,38.9018,22.818,29.115,38.702,22.707,5
2022,1,VER,99.078833,90.681,19.368188,6,8.397833,31.8015,43.5815,23.695833,28.97,38.832,22.761,6
2022,1,SAI,91.105,90.687,0.508145,5,0.418,29.1928,39.063,22.8492,29.036,38.842,22.708,5
2022,1,PER,91.502166,90.921,0.673347,6,0.581166,29.410333,39.166,22.925833,29.152,38.894,22.746,6
2022,1,HAM,98.757285,91.048,18.450308,7,7.709285,31.293142,43.402,24.062142,29.1,38.965,22.822,7
2022,1,BOT,91.8944,91.56,0.342294,5,0.3344,29.4058,39.492,22.9966,29.203,39.296,22.861,5
2022,1,MAG,91.8775,91.461,0.34214,4,0.4165,29.44475,39.43875,22.994,29.31,39.191,22.879,4
2022,1,ALO,91.99125,91.621,0.336593,4,0.37025,29.412,39.46225,23.117,29.301,39.305,23.01,4
2022,1,RUS,97.069142,91.252,13.339886,7,5.8171420000000005,30.936285,42.327714,23.805142,29.197,39.104,22.852,7
2022,1,GAS,92.499571,91.635,0.564459,7,0.864571,29.616285,39.725428,23.157857,29.253,39.335,23.018,7
2022,1,OCO,92.1115,91.782,0.385703,4,0.3295,29.5275,39.4785,23.1055,29.407,39.294,23.03,4
2022,1,MSC,92.323333,91.998,0.301027,3,0.325333,29.638,39.636333,23.049,29.538,39.43,22.995,3
2022,1,NOR,101.358166,92.008,21.365199,6,9.350166,32.224666,42.727,26.4065,29.544,39.355,23.093,6
2022,1,ALB,92.822,92.664,0.222144,3,0.158,29.658333,39.877333,23.286333,29.564,39.785,23.203,3
2022,1,ZHO,92.80225,92.387,0.521869,4,0.41525,29.61725,39.97725,23.20775,29.493,39.796,23.065,4
2022,1,TSU,93.1655,92.75,0.587605,2,0.4155,29.9195,39.96,23.286,29.724,39.811,23.215,2
2022,1,HUL,93.1055,92.777,0.464569,2,0.3285,29.917,39.9095,23.279,29.833,39.76,23.184,2
2022,1,RIC,101.55025,92.945,16.387795,4,8.60525,32.97925,44.41525,24.15575,29.763,39.862,23.32,4
2022,1,STR,93.1705,93.032,0.195868,2,0.1385,29.9115,39.9195,23.3395,29.906,39.844,23.282,2
2022,1,LAT,93.71,93.634,0.10748,2,0.076,29.963,40.4325,23.3145,29.81,40.37,23.3,2
2022,2,PER,100.999375,88.2,22.039032,8,12.799375,37.364875,32.42875,31.20575,32.299,28.323,27.578,8
2022,2,LEC,102.364333,88.225,17.018476,9,14.139333,37.102888,32.953888,32.307555,32.134,28.347,27.714,9
2022,2,SAI,102.7264,88.402,15.116265,10,14.3244,35.993,33.965,32.7684,32.289,28.482,27.631,10
2022,2,VER,101.248666,88.461,15.193008,9,12.787666,36.955222,32.976222,31.317222,32.314,28.335,27.812,9
2022,2,OCO,102.396888,89.068,16.997799,9,13.328888,36.838888,32.727666,32.830333,32.566,28.589,27.913,9
2022,2,RUS,102.5179,89.104,17.392109,10,13.4139,38.1719,32.4392,31.9068,32.501,28.548000000000002,28.055,10
2022,2,ALO,98.6438,89.147,13.01314,10,9.4968,36.0837,31.1067,31.4534,32.614,28.581,27.842,10
2022,2,BOT,102.356928,89.183,17.389685,14,13.173928,38.685857,32.516785,31.154285,32.544,28.56,27.955,14
2022,2,GAS,103.6082,89.254,20.326161,10,14.3542,38.0019,32.2242,33.3821,32.698,28.574,27.97,10
2022,2,MAG,99.4348,89.546,15.978201,10,9.8888,36.047,31.8599,31.5279,32.765,28.703,28.022,10
2022,2,NOR,99.309333,89.651,22.802758,6,9.658333,35.165333,33.441166,30.702833,32.721,28.669,28.234,6
2022,2,RIC,99.417142,89.773,16.467401,7,9.644142,35.743571,31.414142,32.259428,32.741,28.776,28.217,7
2022,2,ZHO,99.8605,89.819,17.856276,8,10.0415,37.191,31.954625,30.714875,32.985,28.714,28.077,8
2022,2,MSC,95.841,89.92,7.748923,5,5.921,33.8824,31.8598,30.0988,32.896,28.765,28.236,5
2022,2,STR,90.7542,90.256,0.384338,5,0.4982,33.2978,29.0244,28.432,33.048,28.884,28.32,5
2022,2,HAM,106.131428,90.343,18.952852,7,15.788428,40.205142,32.689857,33.236428,33.085,28.89,28.291,7
2022,2,ALB,110.0298,90.492,25.724404,5,19.5378,40.3096,34.869,34.8512,33.167,28.975,28.35,5
2022,2,HUL,104.5205,90.543,27.133487,4,13.9775,38.0215,33.6945,32.8045,33.201,28.896,28.427,4
2022,2,LAT,115.852,91.817,33.990622,2,24.035,46.8875,35.617,33.3475,33.926,29.247,28.644,2
2022,3,LEC,95.457181,77.868,23.60643,11,17.589181,32.278363,21.447545,41.731272,26.74,17.786,33.342,11
2022,3,VER,90.152,78.154,19.584818,11,11.998,31.595545,21.073181,37.483272,26.762,17.782,33.497,11
2022,3,PER,92.624076,78.24,19.253098,13,14.384076,31.67223,21.319384,39.632461,26.845,17.76,33.48,13
2022,3,NOR,91.0779,78.703,19.368312,10,12.3749,31.74,21.3432,37.9947,27.047,17.971,33.665,10
2022,3,HAM,87.96,78.825,10.303288,16,9.135,31.106937,19.92925,36.923812,26.975,18.0,33.81,16
2022,3,RUS,91.407428,78.933,12.874732999999999,14,12.474428,31.180714,19.997928,40.228785,27.033,17.985,33.846,14
2022,3,RIC,87.336777,79.032,15.801095,9,8.304777,30.387111,20.048444,36.901222,27.074,17.981,33.823,9
2022,3,OCO,84.5297,79.061,10.846238,10,5.4687,29.0213,19.379,36.1294,26.96,17.919,33.921,10
2022,3,SAI,91.881272,78.469,16.125115,11,13.412272,31.568909,21.064545,39.247818,26.942,17.772,33.687,11
2022,3,ALO,89.541833,78.815,15.836477,6,10.726833,31.321166,20.085833,38.134833,27.015,17.78,34.02,6
2022,3,GAS,89.310444,79.226,17.46886,9,10.084444,31.096444,20.182444,38.031555,27.254,18.049,33.823,9
2022,3,BOT,89.027571,79.251,17.507904,7,9.776571,31.864285,19.227142,37.936142,27.129,17.99,34.039,7
2022,3,TSU,96.944857,79.424,23.69679,7,17.520857,32.220571,20.663,44.061285,27.079,18.098,34.247,7
2022,3,ZHO,92.96425,79.91,23.506313,8,13.05425,31.764375,20.135625,41.06425,27.625,18.112,34.081,8
2022,3,MSC,88.394444,80.104,12.027723,9,8.290444,30.354,19.491888,38.548555,27.352,18.258,34.236,9
2022,3,ALB,87.7384,80.135,16.371606,5,7.6034,30.5282,19.7958,37.4144,27.401,17.888,34.582,5
2022,3,MAG,85.1274,80.254,10.162577,5,4.8734,29.8366,19.1178,36.173,27.822,18.237,34.097,5
2022,3,VET,81.149,81.149,0.0,1,0.0,27.994,18.148,35.007,27.994,18.148,35.007,1
2022,3,LAT,93.95825,81.372,17.000728,4,12.58625,31.53525,19.38475,43.03825,27.536,18.192,35.461,4
2022,4,LEC,95.474555,88.796,12.22262,9,6.678555,31.409222,36.385666,27.679666,29.441,33.831,25.419,9
2022,4,SAI,96.273222,88.986,12.672751,9,7.287222,32.037444,36.825666,27.410111,29.278,34.017,25.539,9
2022,4,VER,102.2625,88.991,14.123605,8,13.2715,34.52375,38.445125,29.293625,29.546,33.955,25.468,8
2022,4,PER,96.073444,89.036,11.977685,9,7.037444,32.798111,35.507222,27.768111,29.635,34.012,25.352,9
2022,4,BOT,97.949,89.475,12.868422,10,8.474,33.1027,36.9433,27.903,29.833,34.074,25.542,10
2022,4,HAM,97.190888,89.625,14.057567,9,7.565888,32.326333,36.803888,28.060666,29.591,34.29,25.465,9
2022,4,GAS,96.2819,89.69,10.971734,10,6.5919,32.9232,36.582300000000004,26.7764,29.907,34.201,25.537,10
2022,4,NOR,99.8541,89.634,16.380798,10,10.2201,33.7382,37.8847,28.2312,29.704,34.057,25.811,10
2022,4,TSU,96.958555,89.932,12.473598,9,7.026555,32.585111,36.338222,28.035222,29.975,34.286,25.65,9
2022,4,STR,90.686428,89.996,0.559298,7,0.690428,30.345,34.643857,25.697571,30.112,34.357,25.527,7
2022,4,ALO,95.069666,90.16,10.859472,6,4.909666,32.5985,35.851666,26.6195,29.773,34.413,25.728,6
2022,4,RUS,105.769333,90.173,15.084222,9,15.596333,35.679777,39.766222,30.323333,29.799,34.559,25.728,9
2022,4,VET,90.9162,90.214,0.762476,5,0.7022,30.5706,34.6012,25.7444,30.193,34.324,25.576999999999998,5
2022,4,RIC,101.727857,90.31,14.013929,7,11.417857,35.079,37.846285,28.802571,29.834,34.501,25.933,7
2022,4,MSC,100.877909,90.423,12.967057,11,10.454909,32.538545,38.259818,30.079545,29.972,34.532,25.771,11
2022,4,MAG,106.311111,90.975,17.099035,9,15.336111,35.755444,40.448222,30.107444,30.523,34.919,25.533,9
2022,4,ZHO,106.8578,91.02,13.787179,5,15.8378,32.9276,41.046,32.8842,30.43,34.531,26.021,5
2022,4,ALB,100.012166,91.266,12.808678,6,8.746166,34.9445,37.245833,27.821833,30.349,34.81,25.74,6
2022,4,LAT,105.471166,91.325,20.951157,6,14.146166,35.346833,39.074333,31.05,30.651,34.834,25.717,6
2022,5,LEC,87.10325,78.75,15.163179,4,8.35325,24.327,32.03825,30.738,22.004,29.41,27.336,4
2022,5,VER,87.162166,79.073,12.485746,6,8.089166,24.512,32.476666,30.1735,21.978,29.662,27.411,6
2022,5,SAI,84.067666,79.166,10.795297,6,4.901666,23.429833,31.264,29.373833,22.08,29.583,27.394,6
2022,5,RUS,79.671,79.393,0.374841,4,0.278,22.02575,29.8785,27.766750000000002,21.936,29.735,27.698,4
2022,5,PER,79.8708,79.42,0.440193,5,0.4508,22.2064,29.9546,27.7098,22.048,29.761,27.465,5
2022,5,HAM,80.3722,79.512,1.29698,5,0.8602,22.3902,29.8798,28.1022,22.095,29.596,27.821,5
2022,5,BOT,80.1315,79.608,0.35219,6,0.5235,22.315,30.092833,27.723666,22.198,29.888,27.443,6
2022,5,MAG,80.4115,79.682,0.651598,6,0.7295,22.401833,30.193666,27.816,22.115,29.988,27.561,6
2022,5,RIC,80.632,80.287,0.40804,5,0.345,22.2576,30.2968,28.0776,22.179,30.158,27.867,5
2022,5,MSC,81.0275,80.368,0.822823,6,0.6595,22.494333,30.406166,28.127,22.275,30.092,27.888,6
2022,5,NOR,81.043,79.977,1.278307,4,1.066,22.21325,30.18725,28.6425,22.088,29.991,27.768,4
2022,5,OCO,80.851666,80.638,0.201003,3,0.213666,22.331333,30.348333,28.172,22.265,30.296,27.896,3
2022,5,TSU,81.1742,80.639,0.518738,5,0.5352,22.4086,30.5856,28.18,22.262,30.393,27.984,5
2022,5,GAS,81.5272,80.719,0.675054,5,0.8082,22.5184,30.6754,28.3334,22.304,30.346,28.035,5
2022,5,ZHO,80.9216,80.476,0.281723,5,0.4456,22.5416,30.4132,27.9668,22.376,30.23,27.87,5
2022,5,VET,81.1125,80.954,0.224152,2,0.1585,22.4035,30.404,28.305,22.374,30.324,28.197,2
2022,5,ALO,81.043,81.043,0.0,1,0.0,22.413,30.54,28.09,22.413,30.54,28.09,1
2022,5,STR,81.6785,81.418,0.368402,2,0.2605,22.656,30.6265,28.396,22.611,30.41,28.395,2
2022,5,ALB,82.037,81.645,0.554371,2,0.392,22.594,31.061,28.382,22.57,30.748,28.327,2
2022,5,LAT,93.8622,81.915,15.636899,5,11.9472,26.3942,35.1474,32.3206,22.517,30.812,28.586,5
2022,6,LEC,87.220857,71.376,13.857011,14,15.844857,23.429,41.292285,22.499571,18.872,33.738,18.766,14
2022,6,SAI,89.253733,71.601,14.824249,15,17.652733,23.7244,41.078933,24.4504,18.964,33.738,18.899,15
2022,6,PER,80.646615,71.629,12.788283,13,9.017615,21.83623,37.32323,21.487153,18.904,33.891,18.829,13
2022,6,VER,80.280769,71.666,12.084198,13,8.614769,21.272923,37.31823,21.689615,18.987,33.827,18.852,13
2022,6,NOR,83.469769,71.849,16.904825,13,11.620769,21.64023,38.858769,22.970769,19.126,33.77,18.947,13
2022,6,RUS,82.2948,72.112,11.727752,15,10.1828,21.318266,37.923733,23.0528,18.981,34.016,19.115,15
2022,6,ALO,78.654375,72.247,10.019695,8,6.407375,20.710625,37.23675,20.707,19.08,34.086,19.061,8
